CustomerID,Name,Age,Gender,Country,IncomeLevel,CustomerTier,Date,Product Type,Channel Type,Order Amount,support_interacation_count,problem type,support_resolution_time,resolution_satisfication,website_logins/day,browsing_time/hr,email_open_rate,ChurnIndicator
204,Christie Krugmann,72,Female,India,High,Silver,9/28/2023,Skincare,Online,3388,5,Product Quality,8,6,5,3.2,5,1
205,Giustina Cyseley,73,Male,Canada,Low,Gold,07-05-2023,Skincare,Offline,4915,5,Product Quality,17,5,0,3.0,3,1
206,Candida Duny,34,Male,United States,Medium,Gold,01-09-2024,Makeup,Offline,5379,1,Wrong Item Received,21,3,4,5.3,5,0
207,Roley McVrone,37,Male,Australia,Medium,Gold,6/17/2023,BodyCare,Online,8620,3,Other,23,2,8,0.9,5,1
208,Bridgette Esche,80,Female,Canada,High,Silver,7/19/2024,Haircare,Online,2608,10,Product Quality,13,10,8,0.4,2,1
209,Daryle Tchir,42,Male,Australia,Medium,Bronze,9/17/2024,Skincare,Offline,2777,7,Late Delivery,4,2,6,3.5,0,1
210,Shel Zipsell,57,Male,India,Medium,Gold,11-04-2023,Makeup,Online,4412,4,Product Quality,21,8,1,2.1,6,1
211,Bibbye Peirpoint,39,Male,United States,Medium,Gold,7/15/2023,Makeup,Offline,10939,4,Product Quality,11,4,9,1.0,2,1
212,Kelly Arboin,65,Female,Australia,High,Gold,6/14/2024,BodyCare,Online,6426,9,Product Quality,20,4,10,2.6,3,1
213,Rozanne Ubee,72,Female,Canada,Medium,Gold,6/21/2023,Makeup,Online,2937,7,Late Delivery,4,10,9,2.9,2,0
214,Katharine Simmins,14,Male,Canada,Low,Gold,6/15/2024,Skincare,Online,3445,8,Product Quality,3,9,5,2.4,3,1
215,Mickie Burnip,11,Female,India,High,Gold,1/27/2024,Skincare,Online,6563,1,Other,6,3,1,2.2,5,1
216,Burgess Trunkfield,22,Female,India,Medium,Platinum,3/13/2024,Makeup,Online,4597,6,Product Quality,13,4,1,4.9,1,1
217,Lawton Gettone,17,Male,United States,High,Gold,6/17/2023,Makeup,Offline,6708,1,Side Effects,18,4,6,3.1,6,1
218,Howey Yarker,29,Male,India,High,Silver,4/28/2023,Makeup,Online,4943,8,Late Delivery,20,2,7,4.2,4,0
219,Gabbey Bourner,28,Male,Malaysia,Low,Gold,6/24/2024,Makeup,Online,4855,4,Late Delivery,10,10,0,5.7,3,0
220,Kingsley Plevin,16,Female,United States,Low,Silver,4/13/2024,Makeup,Online,9526,4,Product Quality,22,10,1,4.3,0,1
221,Ezechiel Harwell,18,Female,India,Medium,Gold,12/30/2023,Makeup,Online,6987,5,Other,22,7,5,2.0,1,1
222,Kaitlyn Gregolin,53,Transgender,Japan,Medium,Gold,11/30/2023,Makeup,Online,9212,3,Late Delivery,23,5,5,0.7,3,1
223,Marylin Kemmey,54,Transgender,Australia,Medium,Bronze,01-07-2023,Makeup,Online,2047,10,Other,3,7,5,1.6,6,1
224,Zeb Byk,32,Male,Australia,Low,Silver,11/26/2024,Makeup,Offline,2200,7,Late Delivery,22,9,7,3.1,1,1
225,Cate Coughtrey,20,Female,Qatar,Medium,Bronze,7/31/2024,Makeup,Online,7280,9,Product Quality,10,4,1,1.2,6,1
226,Ancell McHale,50,Female,Australia,Low,Silver,9/30/2023,Skincare,Online,2551,4,Product Quality,21,4,10,5.7,1,1
227,Gregg Vaudrey,80,Female,United States,Low,Gold,4/22/2023,Skincare,Online,9000,10,Product Quality,24,8,8,2.5,0,1
228,Sydel De Vaar,48,Male,India,Medium,Gold,6/23/2024,Skincare,Online,10602,4,Side Effects,1,1,1,2.6,4,0
229,Edithe Denge,76,Male,India,Medium,Silver,10-11-2024,Skincare,Online,9882,3,Late Delivery,2,1,8,0.2,4,0
230,Trudi MacElane,51,Female,Qatar,High,Gold,10-10-2023,Skincare,Online,6634,8,Late Delivery,5,9,8,4.3,2,1
231,Perla Thomton,75,Male,Australia,Low,Bronze,11/13/2024,Makeup,Online,1624,3,Side Effects,7,7,1,3.5,4,1
232,Janeczka Hardisty,73,Female,India,Medium,Gold,05-06-2024,Makeup,Online,1569,1,Product Quality,21,7,5,2.6,2,1
233,Abie Astley,83,Female,United States,Medium,Gold,05-08-2024,Skincare,Offline,3539,3,Other,1,2,0,4.6,1,1
234,Orel Beamond,67,Female,India,Low,Platinum,3/14/2023,Makeup,Online,5245,5,Product Quality,1,9,2,5.7,2,0
235,Doralynn Stowell,81,Female,United States,Medium,Platinum,2/17/2023,BodyCare,Offline,3376,5,Product Quality,8,1,10,4.8,2,1
236,Gustaf MacNamara,8,Female,India,Low,Gold,04-05-2023,Makeup,Online,7700,7,Late Delivery,7,3,0,4.9,1,1
237,Fifine Gorges,12,Female,India,Medium,Platinum,10-03-2023,Skincare,Offline,3716,5,Late Delivery,21,9,1,3.6,1,1
238,Lottie Dubique,63,Male,United States,Low,Bronze,8/19/2023,Skincare,Online,10123,7,Side Effects,24,8,6,1.2,0,0
239,Dev Dore,11,Male,United States,Medium,Gold,02-12-2024,Skincare,Online,7711,7,Late Delivery,18,1,9,4.9,3,1
240,Michael Naismith,60,Male,India,Medium,Bronze,6/13/2023,Skincare,Online,2154,3,Product Quality,23,6,10,4.3,6,1
241,Beatrice Knottley,53,Female,United Arab Emirates,Medium,Gold,4/21/2024,Skincare,Online,9265,4,Product Quality,23,3,9,2.6,0,1
242,Brana Dahlborg,35,Female,India,Low,Gold,05-10-2024,BodyCare,Online,9015,9,Late Delivery,24,2,2,1.0,4,0
243,Ollie Wilcinskis,78,Female,India,Medium,Platinum,3/23/2024,Makeup,Offline,1422,9,Late Delivery,4,10,10,2.2,2,1
244,Biddy Lydon,39,Female,Singapore,Medium,Silver,2/29/2024,Makeup,Online,4276,6,Product Quality,8,1,4,3.1,6,1
245,Robbert Stolle,38,Female,Singapore,High,Gold,09-10-2024,Makeup,Online,2838,10,Product Quality,22,4,4,3.0,3,1
246,Kissiah Hugo,55,Male,Australia,Medium,Gold,4/26/2024,Skincare,Online,10646,2,Side Effects,5,3,8,4.7,1,1
247,Gretta Ardling,35,Female,India,High,Platinum,2/23/2023,Skincare,Offline,7079,10,Product Quality,6,1,5,0.7,3,1
248,Lurleen Fazan,18,Female,Japan,Medium,Gold,03-04-2024,Skincare,Offline,7443,6,Product Quality,21,5,1,2.4,4,1
249,Alexis Pethick,52,Female,India,High,Gold,3/14/2024,Makeup,Offline,2785,10,Product Quality,1,1,6,4.0,2,0
250,Oliver Scammell,46,Female,United States,Medium,Gold,9/30/2023,BodyCare,Offline,6744,6,Side Effects,3,2,10,1.4,0,1
251,Chicky Muschette,9,Female,Singapore,Medium,Gold,10/21/2023,Skincare,Offline,10291,10,Product Quality,16,3,10,1.3,0,1
252,Klaus Sobczak,74,Male,India,Low,Gold,10-10-2024,Makeup,Offline,10381,1,Late Delivery,16,3,5,4.6,3,1
253,Anatole Rotham,29,Male,United States,Low,Silver,01-11-2023,Skincare,Online,538,5,Product Quality,3,2,3,4.1,5,1
254,Rriocard Filpi,59,Female,United States,Medium,Bronze,6/19/2023,Haircare,Online,10680,6,Side Effects,11,4,2,3.9,4,1
255,Kristofor Stower,67,Female,India,High,Gold,11-07-2023,Makeup,Online,3784,3,Side Effects,11,3,1,2.5,0,1
256,Millard Lashford,44,Female,India,Medium,Platinum,02-11-2024,Haircare,Online,3104,3,Side Effects,22,1,6,0.7,0,0
257,Esdras Goodreid,9,Female,India,Low,Gold,5/31/2023,Makeup,Offline,9000,1,Other,9,1,5,5.1,3,1
258,Edie Balleine,21,Male,Malaysia,Medium,Silver,11/20/2023,Makeup,Online,5911,9,Product Quality,3,4,5,1.3,1,1
259,Emmerich Laurenzi,70,Female,India,Medium,Bronze,8/26/2023,Skincare,Online,2677,9,Side Effects,16,2,3,4.0,5,1
260,Zollie Ximenez,69,Male,United Arab Emirates,Low,Gold,04-04-2023,Makeup,Online,8058,4,Product Quality,1,10,4,4.6,4,1
261,Inger Jozefowicz,43,Female,India,Medium,Gold,4/18/2023,Haircare,Online,8954,8,Product Quality,17,3,7,4.7,3,1
262,Arabela Joly,69,Female,United States,High,Gold,7/30/2023,Skincare,Online,9230,2,Late Delivery,12,8,6,3.8,2,1
263,Worthy Coxon,9,Female,India,Medium,Gold,11/18/2024,Skincare,Online,6383,9,Late Delivery,23,9,10,1.0,6,1
264,Nora Minchinton,70,Transgender,Malaysia,Low,Silver,7/15/2024,Skincare,Online,10342,5,Wrong Item Received,13,9,7,4.3,4,1
265,Noreen Dufour,71,Male,India,Medium,Platinum,06-05-2023,BodyCare,Offline,10337,9,Product Quality,9,1,6,6.0,3,1
266,Alistair Currom,69,Female,United States,Medium,Gold,10-12-2023,BodyCare,Offline,2327,6,Product Quality,11,2,0,2.2,0,1
267,Odella Golton,33,Male,Qatar,Low,Gold,02-01-2024,Makeup,Offline,9196,10,Late Delivery,7,6,10,3.5,1,1
268,Derrick Oxherd,77,Transgender,United States,Medium,Gold,6/25/2023,Skincare,Online,6019,8,Product Quality,9,2,9,5.1,6,0
269,Crosby Knott,33,Female,India,High,Gold,01-08-2023,Skincare,Online,3980,7,Wrong Item Received,24,10,1,5.8,5,0
270,Gabie Rumsey,70,Female,India,Medium,Gold,11/21/2023,Makeup,Online,1511,6,Wrong Item Received,17,4,5,1.5,6,1
271,Marissa Ruffli,44,Female,United Arab Emirates,Medium,Gold,2/23/2024,Skincare,Offline,2817,2,Product Quality,11,2,9,2.8,4,1
272,Constantin Castelow,68,Female,Canada,High,Silver,2/28/2023,Haircare,Offline,1079,3,Product Quality,21,10,5,0.1,3,1
273,Caspar Alliberton,26,Female,United States,Medium,Silver,9/29/2023,Skincare,Online,10175,4,Product Quality,17,3,10,4.2,4,0
274,Alvis Brockington,25,Female,United States,Low,Gold,03-02-2023,BodyCare,Online,5421,6,Product Quality,4,2,6,5.2,0,1
275,Nevile Bouts,14,Female,Australia,High,Gold,09-04-2023,Skincare,Online,7469,8,Side Effects,15,10,6,4.8,4,1
276,Sabina Crawcour,32,Male,India,Medium,Silver,9/26/2024,BodyCare,Online,2481,5,Side Effects,24,2,6,0.6,6,1
277,Seline Hackett,75,Female,Australia,High,Gold,7/14/2023,Makeup,Online,9010,2,Late Delivery,12,5,4,5.5,2,1
278,Glenine Newiss,35,Female,India,Medium,Platinum,12/21/2023,Haircare,Offline,7119,1,Late Delivery,13,9,6,2.0,3,0
279,Alexandra Croisdall,34,Female,United States,Low,Silver,11/15/2023,Makeup,Online,6693,10,Other,5,6,9,1.7,0,1
280,Leonidas Darmody,77,Female,Australia,Low,Gold,7/15/2023,Skincare,Online,7007,7,Product Quality,21,10,6,3.4,5,1
281,Gene Ayer,78,Female,India,Medium,Silver,05-10-2023,Makeup,Online,8319,8,Late Delivery,3,10,7,1.3,3,1
282,Maggie Haggard,29,Female,Japan,Medium,Gold,12/27/2023,Skincare,Offline,4378,2,Product Quality,3,8,8,2.9,1,1
283,Sybila Spowage,25,Male,India,Medium,Gold,02-09-2024,Haircare,Online,10593,10,Product Quality,2,10,10,2.5,2,0
284,Sherilyn Camous,35,Male,India,Medium,Gold,11/16/2023,BodyCare,Online,2532,9,Product Quality,18,8,5,3.2,4,1
285,Harper Fulleylove,20,Female,India,Low,Silver,12-01-2023,BodyCare,Online,10179,6,Product Quality,12,6,7,3.8,2,1
286,Lucien MacCrachen,18,Female,India,Low,Gold,04-01-2023,Makeup,Online,520,9,Product Quality,15,6,3,2.2,5,1
287,Symon Rockwell,63,Male,Japan,Medium,Gold,01-08-2024,Haircare,Online,4232,5,Wrong Item Received,13,10,7,1.7,2,1
288,Margaretta Woolnough,10,Male,India,Medium,Silver,1/18/2023,BodyCare,Online,10702,4,Side Effects,5,1,0,2.0,4,1
289,Jesse Dourin,26,Male,Canada,Low,Silver,03-10-2023,BodyCare,Online,3555,8,Late Delivery,7,4,5,0.2,1,1
290,Bob O'Gready,15,Female,United Arab Emirates,Medium,Gold,03-10-2024,Haircare,Online,7214,2,Product Quality,19,6,10,0.4,6,0
291,Neall Kemp,21,Male,India,Medium,Silver,1/15/2023,Skincare,Online,5161,4,Other,13,8,9,1.6,3,1
292,Alaric Oats,76,Female,United States,High,Platinum,09-06-2024,Skincare,Online,6081,1,Product Quality,22,8,3,5.5,2,1
293,Bennie Macer,71,Female,United States,Low,Gold,02-10-2023,Makeup,Online,6124,3,Side Effects,12,10,4,3.1,1,1
294,Rutherford Bedin,43,Female,Singapore,Medium,Gold,11/16/2024,Makeup,Offline,9856,9,Product Quality,24,10,3,3.4,1,1
295,Orbadiah Ennor,69,Female,India,Low,Gold,3/29/2024,BodyCare,Online,8797,8,Late Delivery,2,8,9,0.8,1,1
296,Dunstan Skaid,55,Transgender,Qatar,Low,Gold,4/22/2023,Haircare,Online,8673,5,Late Delivery,13,2,8,2.3,4,1
297,Rosetta Falkous,51,Female,India,Medium,Gold,02-06-2023,Haircare,Online,7351,2,Other,7,3,8,0.5,2,1
298,Diena Audrey,75,Female,United Arab Emirates,Medium,Platinum,06-09-2023,Makeup,Online,3569,3,Wrong Item Received,22,6,4,5.1,1,1
299,Adelaida Margach,65,Female,United States,Medium,Gold,4/23/2023,Makeup,Offline,1234,6,Product Quality,20,2,2,1.6,0,1
300,Chryste Spellicy,71,Female,Hong Kong,Medium,Silver,01-05-2024,Makeup,Online,9172,8,Late Delivery,7,10,2,4.1,4,0
301,Tersina Skellington,56,Male,United States,Medium,Gold,1/20/2024,Makeup,Offline,2158,5,Product Quality,9,2,0,3.8,2,1
302,Collin Fidge,50,Female,India,Medium,Gold,7/23/2023,Haircare,Offline,9189,5,Product Quality,20,9,8,0.4,0,1
303,Anabel Wasielewicz,50,Female,Singapore,Medium,Gold,7/13/2024,Makeup,Offline,2178,4,Product Quality,16,9,8,2.5,2,1
304,Kali de Bullion,65,Female,India,Medium,Gold,11/23/2023,BodyCare,Online,5720,10,Side Effects,1,2,5,4.4,6,0
305,Evy Castano,10,Male,Japan,High,Gold,3/26/2024,BodyCare,Online,7022,5,Other,21,8,8,4.8,3,1
306,Hilliary Dolbey,35,Transgender,Canada,Low,Gold,10/27/2024,Makeup,Online,4466,6,Product Quality,3,5,10,4.0,5,0
307,Sauveur Sargint,64,Female,United States,Low,Bronze,4/21/2024,Makeup,Online,4180,3,Side Effects,3,9,1,5.4,2,0
308,Constantia Walicki,60,Female,India,High,Gold,1/29/2023,Skincare,Offline,7990,5,Product Quality,3,8,0,2.2,4,1
309,Patrizia Sutherel,23,Female,India,Medium,Bronze,06-02-2024,BodyCare,Offline,3030,5,Late Delivery,2,9,7,3.3,6,0
310,Conny Eves,46,Female,India,Medium,Gold,11-10-2023,Makeup,Online,1288,6,Product Quality,21,4,7,3.5,2,0
311,Sibeal Leaton,16,Female,India,Low,Silver,1/29/2023,Makeup,Offline,2844,1,Late Delivery,19,6,5,4.4,6,1
312,Vally Grennan,49,Male,United States,Low,Silver,12/15/2023,Skincare,Online,9007,3,Product Quality,12,9,5,3.9,5,0
313,Delly Tomasi,60,Female,Australia,Medium,Platinum,11-11-2024,BodyCare,Online,3422,6,Side Effects,22,2,4,3.0,5,1
314,Ora Feander,50,Female,India,High,Bronze,09-08-2023,BodyCare,Online,8405,6,Product Quality,9,3,6,1.8,3,1
315,Dolores Tomes,69,Female,India,Medium,Gold,7/20/2023,BodyCare,Online,1946,2,Product Quality,11,9,6,5.6,2,0
316,Lidia Gillebride,48,Transgender,United States,Medium,Platinum,1/16/2024,Skincare,Offline,2878,10,Product Quality,11,7,2,1.3,0,1
317,Dierdre Alliberton,64,Female,India,Medium,Gold,11/28/2023,BodyCare,Online,434,2,Product Quality,15,8,3,1.7,2,0
318,Tobe Daybell,65,Female,Singapore,Medium,Gold,5/15/2024,Skincare,Offline,5278,7,Product Quality,5,9,9,3.1,1,1
319,Rozina Bysshe,37,Transgender,Canada,Medium,Gold,11/19/2024,BodyCare,Offline,5089,7,Product Quality,20,7,10,5.9,4,0
320,Edmon Galliver,71,Female,India,Medium,Platinum,06-03-2023,Skincare,Online,6354,6,Late Delivery,8,7,2,5.6,4,0
321,Wilburt Weafer,8,Female,India,Low,Silver,1/25/2024,Skincare,Online,9995,6,Late Delivery,10,4,0,4.3,5,1
322,Dick Kelberer,44,Female,India,Low,Silver,7/29/2024,Skincare,Online,6352,1,Product Quality,9,3,3,0.4,2,1
323,Christoph Fines,33,Male,United States,Medium,Gold,3/22/2024,Skincare,Online,3970,1,Late Delivery,16,3,10,5.1,2,0
324,Kendra Pepon,31,Female,Australia,Medium,Platinum,11/19/2024,Makeup,Offline,746,6,Product Quality,7,2,0,5.6,0,0
325,Fabien Fishleigh,27,Transgender,Japan,Low,Bronze,02-01-2023,Makeup,Online,7409,8,Wrong Item Received,13,7,3,5.0,5,1
326,Nichols Oddey,68,Male,Australia,Medium,Gold,11/23/2024,Skincare,Offline,1931,1,Product Quality,13,7,2,5.5,6,1
327,Junina Polamontayne,62,Transgender,United States,Low,Silver,8/21/2023,Skincare,Offline,7025,1,Late Delivery,19,8,4,5.8,4,1
328,Jeanna Herreros,56,Female,Canada,High,Silver,05-12-2023,Makeup,Offline,2586,7,Product Quality,13,3,2,3.5,4,0
329,Brana Kirkman,25,Female,United States,High,Silver,5/23/2023,Makeup,Online,9648,5,Product Quality,12,10,6,2.4,0,1
330,Anallese Mackinder,72,Female,India,Medium,Silver,8/31/2023,BodyCare,Online,9841,10,Product Quality,5,4,5,1.4,4,1
331,Clarisse De Stoop,25,Female,India,Medium,Gold,3/16/2024,BodyCare,Online,9767,4,Product Quality,22,4,7,3.5,5,0
332,Jordon Della Scala,39,Male,United States,Medium,Gold,05-12-2023,Skincare,Online,10372,4,Late Delivery,10,4,5,4.0,3,1
333,Shari Guttridge,51,Female,Australia,Low,Silver,2/25/2023,Haircare,Offline,8016,1,Product Quality,19,7,1,2.6,1,0
334,Katherine Bernet,17,Female,Canada,Medium,Platinum,10/25/2023,Makeup,Online,5496,8,Product Quality,15,5,6,5.8,5,1
335,Nadya Hunn,18,Female,Japan,Low,Gold,9/24/2024,Makeup,Offline,8446,10,Side Effects,10,8,9,2.3,3,1
336,Emilia Root,53,Male,Australia,Medium,Gold,11/17/2023,BodyCare,Online,3337,10,Late Delivery,7,10,0,5.7,6,1
337,Jeth Dukes,37,Female,Qatar,Low,Silver,1/28/2023,Makeup,Online,1657,9,Late Delivery,13,3,3,3.2,1,0
338,Marthe Whyatt,11,Male,Canada,Low,Gold,10/31/2023,BodyCare,Online,5583,8,Late Delivery,7,3,10,1.4,4,0
339,Mindy Eastope,43,Male,India,Medium,Gold,3/13/2023,Haircare,Offline,3843,10,Side Effects,22,8,0,1.1,4,0
340,Johnny Pavyer,30,Female,United States,Medium,Silver,10/27/2023,Makeup,Offline,8352,8,Product Quality,20,5,7,2.9,5,0
341,Valerye Rapier,77,Female,United States,Medium,Silver,11/19/2023,Haircare,Offline,4047,7,Product Quality,14,10,8,1.7,1,1
342,Lida Augustus,67,Female,United Arab Emirates,Low,Gold,1/30/2024,Makeup,Offline,8568,5,Product Quality,17,2,3,4.5,2,1
343,Juliana Mence,32,Transgender,Australia,High,Gold,08-04-2024,Haircare,Online,5560,2,Side Effects,19,7,8,4.7,3,0
344,Bruce Yaknov,17,Female,Japan,High,Gold,08-12-2024,BodyCare,Online,945,3,Product Quality,9,5,5,0.9,0,1
345,Kiley Disman,71,Male,India,Medium,Gold,06-09-2024,Haircare,Offline,10040,8,Side Effects,9,8,10,4.8,4,1
346,Sanderson Russen,84,Female,India,Medium,Gold,06-09-2024,Skincare,Online,2741,9,Product Quality,21,3,3,3.9,1,1
347,Yolanda Heminsley,25,Male,Canada,Medium,Silver,3/20/2023,Skincare,Online,10893,2,Side Effects,23,4,8,4.7,3,1
348,Gladi Crepin,23,Female,Malaysia,High,Silver,2/18/2023,Makeup,Offline,10508,10,Product Quality,17,6,1,4.2,1,1
349,Archaimbaud Mealham,30,Female,United States,Medium,Gold,4/23/2024,Makeup,Online,5159,3,Product Quality,13,8,4,5.4,1,1
350,Jeffie O'Dowgaine,26,Female,Singapore,Medium,Gold,3/17/2023,BodyCare,Online,7485,7,Wrong Item Received,15,4,10,5.6,1,1
351,Foss Longmaid,77,Female,Malaysia,High,Platinum,07-07-2023,Makeup,Online,995,3,Product Quality,16,5,2,4.0,0,1
352,Lannie Yankin,45,Transgender,India,Medium,Platinum,08-12-2023,Makeup,Online,5770,2,Product Quality,21,1,9,4.5,2,1
353,Di Oddey,65,Female,Canada,Medium,Silver,04-06-2023,Skincare,Offline,8108,1,Side Effects,7,5,9,1.1,4,1
354,Margette Corness,84,Female,India,High,Bronze,02-04-2024,Makeup,Offline,7505,6,Product Quality,24,9,7,2.3,0,1
355,Hoebart Mapledorum,53,Male,India,High,Bronze,08-08-2024,Skincare,Online,4832,8,Product Quality,8,9,4,1.2,2,1
356,Alaric Elphee,16,Male,Canada,Medium,Gold,06-02-2023,Makeup,Offline,3228,6,Product Quality,15,2,4,0.1,4,0
357,Ulick Woolis,68,Female,India,Low,Bronze,02-02-2024,Skincare,Online,4923,3,Late Delivery,22,5,4,5.3,6,1
358,Janna Veljes,29,Female,United States,Medium,Gold,06-07-2024,Skincare,Offline,3122,4,Side Effects,19,6,0,3.8,6,1
359,Guntar Fyrth,54,Male,India,High,Gold,10-08-2024,Skincare,Online,9837,4,Product Quality,3,4,0,0.1,5,1
360,Thedrick Stannard,30,Female,Malaysia,Medium,Platinum,04-02-2023,BodyCare,Online,6451,7,Product Quality,21,3,7,2.5,4,1
361,Benedict Cocke,46,Female,Canada,High,Silver,01-06-2024,Haircare,Offline,1925,9,Side Effects,4,8,4,1.1,5,1
362,Jill Brazil,46,Female,Qatar,Medium,Gold,9/21/2023,BodyCare,Offline,6890,6,Side Effects,4,6,4,5.2,0,1
363,Paquito Coulthard,13,Female,Australia,High,Silver,2/13/2024,Makeup,Online,6102,4,Late Delivery,5,2,9,0.7,1,1
364,Lee Yacobsohn,33,Female,Hong Kong,Medium,Platinum,8/16/2023,Makeup,Offline,5454,2,Late Delivery,3,6,9,0.6,2,1
365,Corella Edge,15,Female,United States,Medium,Gold,08-11-2024,Skincare,Online,10588,8,Product Quality,8,3,3,5.6,2,1
366,Nigel Titterrell,35,Female,India,High,Gold,07-04-2024,Makeup,Offline,5430,4,Late Delivery,7,9,5,3.0,5,0
367,Berty Straine,28,Female,Canada,Medium,Gold,8/17/2023,Haircare,Offline,9988,6,Late Delivery,20,9,10,3.4,6,1
368,Sandra Pumfrey,66,Female,Australia,Medium,Gold,2/24/2023,Makeup,Online,732,7,Other,9,8,5,2.5,1,1
369,Corrinne Cona,32,Female,India,High,Gold,11/17/2023,Haircare,Online,7445,10,Product Quality,3,9,5,3.4,2,0
370,Sheffy Denne,25,Female,United States,High,Gold,12-10-2023,Makeup,Offline,8082,3,Product Quality,3,3,6,1.6,2,1
371,Brina Shapter,18,Female,India,Medium,Silver,10/16/2024,Makeup,Offline,10536,3,Late Delivery,3,8,0,2.6,6,1
372,Elmira Adrianello,13,Male,Malaysia,Medium,Gold,4/13/2023,Makeup,Online,10382,3,Product Quality,14,9,2,4.3,0,1
373,Kurt Minto,20,Female,India,Medium,Gold,3/20/2023,Makeup,Offline,8257,4,Product Quality,20,7,4,2.8,5,1
374,Mariel Edgeworth,74,Female,India,Medium,Gold,4/23/2023,BodyCare,Offline,749,5,Product Quality,20,10,9,2.2,0,1
375,Kaitlynn Cadell,22,Female,Australia,Medium,Platinum,4/27/2024,BodyCare,Online,9531,3,Product Quality,2,4,7,2.5,2,1
376,Carr Tremoille,65,Male,India,Medium,Platinum,6/18/2023,Skincare,Online,3263,10,Other,10,7,2,3.4,4,0
377,Estelle Benfield,14,Female,India,Low,Silver,12/21/2023,Skincare,Online,5067,7,Late Delivery,21,4,2,2.1,1,1
378,Paulie Pickvance,77,Female,India,High,Gold,8/28/2024,Skincare,Online,9226,10,Side Effects,8,6,8,3.4,1,1
379,Aubine Lamonby,50,Female,India,Low,Silver,11/26/2024,Haircare,Online,4927,2,Side Effects,12,7,4,1.2,2,1
380,Burty Osgarby,18,Female,Qatar,Medium,Gold,3/26/2023,Skincare,Offline,3324,10,Late Delivery,5,1,8,0.7,6,1
381,Kimberley Munson,77,Male,India,Medium,Gold,4/14/2023,Makeup,Online,5735,2,Product Quality,15,4,8,0.5,2,1
382,Blinny Luck,51,Female,Canada,Low,Platinum,12/19/2023,BodyCare,Offline,8173,5,Side Effects,13,1,6,1.0,6,1
383,Willdon Still,52,Female,India,Low,Silver,09-07-2023,BodyCare,Online,7755,2,Product Quality,15,8,5,3.0,2,1
384,Yuri Dymond,17,Male,India,Low,Bronze,06-12-2023,Skincare,Offline,4050,3,Wrong Item Received,22,5,7,4.8,4,1
385,Forester Mullinger,44,Female,Canada,High,Gold,3/26/2023,Haircare,Offline,1154,7,Product Quality,5,7,1,4.3,1,1
386,Marney Tackell,12,Female,India,Medium,Gold,10/16/2023,BodyCare,Online,525,6,Product Quality,23,5,8,5.9,1,1
387,Jayson Rushbrook,43,Male,United States,Low,Platinum,05-01-2024,Skincare,Online,6938,9,Product Quality,18,8,7,5.5,3,0
388,Dur Dake,82,Female,Australia,Medium,Silver,11/20/2023,Haircare,Offline,3025,10,Late Delivery,3,1,0,3.1,6,1
389,Ethan Haisell,61,Female,United States,High,Gold,1/15/2024,Skincare,Online,3445,8,Product Quality,24,6,7,0.6,2,1
390,Christoph Le Gassick,31,Female,Malaysia,High,Silver,07-06-2023,Makeup,Online,4850,3,Late Delivery,14,8,10,3.5,2,1
391,Huberto Blewis,65,Male,Australia,Medium,Bronze,04-07-2023,Makeup,Online,1594,10,Product Quality,20,4,6,4.6,3,1
392,Basil Found,29,Transgender,Hong Kong,Low,Gold,08-04-2024,BodyCare,Online,10097,7,Late Delivery,19,3,1,2.8,0,1
393,Bernardina O'Donovan,12,Male,India,High,Gold,01-06-2023,Haircare,Online,7526,8,Product Quality,11,9,4,5.3,2,0
394,Kaycee Wildish,75,Transgender,India,Medium,Gold,7/23/2023,Makeup,Offline,10521,6,Late Delivery,5,8,2,5.2,0,1
395,Karly Beastall,49,Female,India,Medium,Gold,05-03-2024,Skincare,Offline,5944,4,Late Delivery,20,8,2,1.7,1,1
396,Pasquale Waltho,83,Transgender,India,Medium,Gold,10/29/2024,Makeup,Offline,1587,9,Side Effects,18,5,3,5.5,2,1
397,Trix Ellis,34,Transgender,India,Low,Bronze,07-03-2024,Makeup,Online,5148,8,Other,9,5,2,4.6,1,1
398,Mufinella Fewlass,17,Male,Australia,Medium,Silver,01-12-2023,Makeup,Offline,446,9,Side Effects,5,1,9,0.4,0,1
399,Son Selland,74,Female,India,Low,Silver,04-05-2023,Makeup,Online,8380,9,Product Quality,16,7,8,3.9,1,1
400,Amii Reeson,60,Transgender,Japan,Medium,Silver,04-11-2024,Skincare,Online,9091,4,Product Quality,16,4,7,1.9,1,1
401,Nathaniel Copelli,29,Female,India,High,Platinum,6/14/2024,Skincare,Offline,9043,3,Other,16,9,10,0.3,6,1
